id,name,name,Finish,added_by,user_id,category_id,brand_id,photos,thumbnail_img,color_img,video_provider,video_link,tags,description,unit_price,purchase_price,variant_product,attributes,choice_options,colors,variations,todays_deal,published,approved,stock_visibility_state,cash_on_delivery,featured,seller_featured,current_stock,unit,weight,min_qty,low_stock_quantity,discount,discount_type,discount_start_date,discount_end_date,tax,tax_type,shipping_type,shipping_cost,is_quantity_multiplied,est_shipping_days,num_of_sale,meta_title,meta_description,meta_img,pdf,slug,rating,barcode,digital,auction_product,file_name,file_path,external_link,external_link_btn,wholesale_product,created_at,updated_at
663,PILLAR COCK,NEW HARMONY,1,admin,9,44,NULL,600,599,NULL,NULL,NULL,NULL,PILLAR COCK,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,PILLAR COCK,PILLAR COCK,NULL,NULL,flush-cock--6910-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
664,CENTRAL HOLE BASIN MIXER,NEW HARMONY,1,admin,9,44,NULL,622,621,NULL,NULL,NULL,NULL,CENTRAL HOLE BASIN MIXER,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,CENTRAL HOLE BASIN MIXER,CENTRAL HOLE BASIN MIXER,NULL,NULL,flush-cock--6909-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
665,FLUSH COCK ,DELTA,1,admin,9,46,NULL,582,581,NULL,NULL,NULL,NULL,FLUSH COCK ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,FLUSH COCK ,FLUSH COCK ,NULL,NULL,flush-cock--6908-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
666,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",DELTA,1,admin,9,46,NULL,580,579,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35","CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",NULL,NULL,flush-cock-6907-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
667,CONCEALED STOP COCK WITH SLIDING CAP CASTED,DELTA,1,admin,9,46,NULL,578,577,NULL,NULL,NULL,NULL,CONCEALED STOP COCK WITH SLIDING CAP CASTED,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,CONCEALED STOP COCK WITH SLIDING CAP CASTED,CONCEALED STOP COCK WITH SLIDING CAP CASTED,NULL,NULL,flush-cock-6906-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
668,TWO WAY ANGLE VALVE,DELTA,1,admin,9,46,NULL,576,575,NULL,NULL,NULL,NULL,TWO WAY ANGLE VALVE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,TWO WAY ANGLE VALVE,TWO WAY ANGLE VALVE,NULL,NULL,flush-cock-6905-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
669,ANGLE COCK WITHOUT NUT,DELTA,1,admin,9,46,NULL,574,573,NULL,NULL,NULL,NULL,ANGLE COCK WITHOUT NUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,ANGLE COCK WITHOUT NUT,ANGLE COCK WITHOUT NUT,NULL,NULL,"concealed-stop-cock-with-sliding-cap-with-qt-fitting-1/2""-6904-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
670,BIB COCK LONG BODY,DELTA,1,admin,9,46,NULL,572,571,NULL,NULL,NULL,NULL,BIB COCK LONG BODY,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK LONG BODY,BIB COCK LONG BODY,NULL,NULL,"concealed-stop-cock-with-sliding-cap-with-qt-fitting-1/2""-6903-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
671,BIB COCK TWO WAY,DELTA,1,admin,9,46,NULL,570,569,NULL,NULL,NULL,NULL,BIB COCK TWO WAY,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK TWO WAY,BIB COCK TWO WAY,NULL,NULL,"concealed-stop-cock-with-sliding-cap-with-qt-fitting-1/2""-6902-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
672,BIB COCK WITH NOZZLE,DELTA,1,admin,9,46,NULL,568,567,NULL,NULL,NULL,NULL,BIB COCK WITH NOZZLE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK WITH NOZZLE,BIB COCK WITH NOZZLE,NULL,NULL,"concealed-stop-cock-with-sliding-cap-with-qt-fitting-1/2""-6901-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
673,BIB COCK  Foam Flow ,DELTA,1,admin,9,46,NULL,566,565,NULL,NULL,NULL,NULL,BIB COCK  Foam Flow ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK  Foam Flow ,BIB COCK  Foam Flow ,NULL,NULL,concealed-stop-cock-with-sliding-cap-casted-6900-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
674,SWAN NECK WITH SPOUT,DELTA,1,admin,9,46,NULL,584,583,NULL,NULL,NULL,NULL,SWAN NECK WITH SPOUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SWAN NECK WITH SPOUT,SWAN NECK WITH SPOUT,NULL,NULL,concealed-stop-cock-with-sliding-cap-casted-6899-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
675,SINK COCK WITH SWINGING SPOUT,DELTA,1,admin,9,46,NULL,586,585,NULL,NULL,NULL,NULL,SINK COCK WITH SWINGING SPOUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINK COCK WITH SWINGING SPOUT,SINK COCK WITH SWINGING SPOUT,NULL,NULL,concealed-stop-cock-with-sliding-cap-casted-6898-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
676,SINK MIXER WITH SWINGING SPOUT,DELTA,1,admin,9,46,NULL,588,587,NULL,NULL,NULL,NULL,SINK MIXER WITH SWINGING SPOUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINK MIXER WITH SWINGING SPOUT,SINK MIXER WITH SWINGING SPOUT,NULL,NULL,concealed-stop-cock-with-sliding-cap-casted-6897-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
677,WALL MIXER 3X1 WITH TELEPHONIC & OVERHEAD SHOWER ARRANGEMENT ,DELTA,1,admin,9,46,NULL,598,597,NULL,NULL,NULL,NULL,WALL MIXER 3X1 WITH TELEPHONIC & OVERHEAD SHOWER ARRANGEMENT ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,WALL MIXER 3X1 WITH TELEPHONIC & OVERHEAD SHOWER ARRANGEMENT ,WALL MIXER 3X1 WITH TELEPHONIC & OVERHEAD SHOWER ARRANGEMENT ,NULL,NULL,concealed-stop-cock-with-sliding-cap-casted-6896-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
678,WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,DELTA,1,admin,9,46,NULL,596,595,NULL,NULL,NULL,NULL,WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,NULL,NULL,concealed-stop-cock-with-sliding-cap-casted-6895-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
679,WALL MIXER WITH TELEPHONIC SHOWER ARRANGEMENT,DELTA,1,admin,9,46,NULL,594,593,NULL,NULL,NULL,NULL,WALL MIXER WITH TELEPHONIC SHOWER ARRANGEMENT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,WALL MIXER WITH TELEPHONIC SHOWER ARRANGEMENT,WALL MIXER WITH TELEPHONIC SHOWER ARRANGEMENT,NULL,NULL,concealed-stop-cock-with-sliding-cap-casted-6894-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
680,WALL MIXER NON TELEPHONIC ,DELTA,1,admin,9,46,NULL,592,591,NULL,NULL,NULL,NULL,WALL MIXER NON TELEPHONIC ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,WALL MIXER NON TELEPHONIC ,WALL MIXER NON TELEPHONIC ,NULL,NULL,concealed-stop-cock-with-sliding-cap-casted-6893-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
681,PILLAR COCK FOAM FLOW,DELTA,1,admin,9,46,NULL,564,563,NULL,NULL,NULL,NULL,PILLAR COCK FOAM FLOW,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,PILLAR COCK FOAM FLOW,PILLAR COCK FOAM FLOW,NULL,NULL,concealed-stop-cock-long-neck-with-adjustable-cap.-6892-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
682,CENTRE HOLE BASIN MIXER,DELTA,1,admin,9,46,NULL,590,589,NULL,NULL,NULL,NULL,CENTRE HOLE BASIN MIXER,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,CENTRE HOLE BASIN MIXER,CENTRE HOLE BASIN MIXER,NULL,NULL,concealed-stop-cock-long-neck-with-adj.-cap-6891-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
683,FLUSH COCK,ICON,1,admin,9,47,NULL,550,549,NULL,NULL,NULL,NULL,FLUSH COCK,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,FLUSH COCK,FLUSH COCK,NULL,NULL,concealed-stop-cock-long-neck-with-adj.-cap-6890-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
684,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only) AL-36",ICON,1,admin,9,47,NULL,544,543,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only) AL-36",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only) AL-36","CONCEALED STOP COCK FACE(Knob, Sleeve & cap only) AL-36",NULL,NULL,concealed-stop-cock-long-neck-with-adj.-cap-6889-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
685,"CONCEALED STOP COCK WITH SLIDING CAP WITH QT FITTING 1/2""",ICON,1,admin,9,47,NULL,542,541,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK WITH SLIDING CAP WITH QT FITTING 1/2""",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK WITH SLIDING CAP WITH QT FITTING 1/2""","CONCEALED STOP COCK WITH SLIDING CAP WITH QT FITTING 1/2""",NULL,NULL,concealed-stop-cock-long-neck-with-adj.-cap-6888-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
686,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",ICON,1,admin,9,47,NULL,540,539,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35","CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",NULL,NULL,concealed-stop-cock-long-neck-with-adj.-cap-6887-,0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
687,CONCEALED STOP COCK WITH SLIDING CAP CASTED,ICON,1,admin,9,47,NULL,538,537,NULL,NULL,NULL,NULL,CONCEALED STOP COCK WITH SLIDING CAP CASTED,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,CONCEALED STOP COCK WITH SLIDING CAP CASTED,CONCEALED STOP COCK WITH SLIDING CAP CASTED,NULL,NULL,"concealed-stop-cock-long-neck-face-only-(--i.e.cap,-handle-&-sleeve-)-for-al-35-6886-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
688,TWO WAY ANGLE VALVE,ICON,1,admin,9,47,NULL,536,535,NULL,NULL,NULL,NULL,TWO WAY ANGLE VALVE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,TWO WAY ANGLE VALVE,TWO WAY ANGLE VALVE,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)-for-al-35-6885-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
689,ANGLE COCK WITHOUT NUT,ICON,1,admin,9,47,NULL,534,533,NULL,NULL,NULL,NULL,ANGLE COCK WITHOUT NUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,ANGLE COCK WITHOUT NUT,ANGLE COCK WITHOUT NUT,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)-al-36-6884-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
690,BIB COCK LONG BODY,ICON,1,admin,9,47,NULL,532,531,NULL,NULL,NULL,NULL,BIB COCK LONG BODY,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK LONG BODY,BIB COCK LONG BODY,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)-al-36-6883-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
691,BIB COCK TWO WAY,ICON,1,admin,9,47,NULL,530,529,NULL,NULL,NULL,NULL,BIB COCK TWO WAY,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK TWO WAY,BIB COCK TWO WAY,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)--for-al-36-6882-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
692,BIB COCK WITH NOZZLE,ICON,1,admin,9,47,NULL,528,527,NULL,NULL,NULL,NULL,BIB COCK WITH NOZZLE,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK WITH NOZZLE,BIB COCK WITH NOZZLE,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)--for-al-36-6881-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
693,BIB COCK Foam Flow,ICON,1,admin,9,47,NULL,526,525,NULL,NULL,NULL,NULL,BIB COCK Foam Flow,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,BIB COCK Foam Flow,BIB COCK Foam Flow,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)--for-al-35-6880-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
694,SWAN NECK WITH SPOUT,ICON,1,admin,9,47,NULL,546,545,NULL,NULL,NULL,NULL,SWAN NECK WITH SPOUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SWAN NECK WITH SPOUT,SWAN NECK WITH SPOUT,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)--for-al-35-6879-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
695,SINK COCK WITH SWINGING SPOUT,ICON,1,admin,9,47,NULL,548,547,NULL,NULL,NULL,NULL,SINK COCK WITH SWINGING SPOUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINK COCK WITH SWINGING SPOUT,SINK COCK WITH SWINGING SPOUT,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)--for-al-35-6878-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
696,SINK MIXER WITH SWINGING SPOUT,ICON,1,admin,9,47,NULL,552,551,NULL,NULL,NULL,NULL,SINK MIXER WITH SWINGING SPOUT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,SINK MIXER WITH SWINGING SPOUT,SINK MIXER WITH SWINGING SPOUT,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)--for-al-35-6877-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
697,WALL MIXER 3X1 WITH TELEPHONIC AND OVERHEAD SHOWER ARRANGEMENT ,ICON,1,admin,9,47,NULL,562,561,NULL,NULL,NULL,NULL,WALL MIXER 3X1 WITH TELEPHONIC AND OVERHEAD SHOWER ARRANGEMENT ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,WALL MIXER 3X1 WITH TELEPHONIC AND OVERHEAD SHOWER ARRANGEMENT ,WALL MIXER 3X1 WITH TELEPHONIC AND OVERHEAD SHOWER ARRANGEMENT ,NULL,NULL,"concealed-stop-cock-face(knob,-sleeve-&-cap-only)--for-al-35-6876-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
698,WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,ICON,1,admin,9,47,NULL,560,559,NULL,NULL,NULL,NULL,WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,WALL MIXER WITH OVERHEAD SHOWER ARRANGEMENT,NULL,NULL,"concealed-stop-cock-face-(knob,-cap,-sleeve)-for-al-37-6875-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
699,WALL MIXER TELEPHONIC SHOWER ARRANGEMENT ,ICON,1,admin,9,47,NULL,558,557,NULL,NULL,NULL,NULL,WALL MIXER TELEPHONIC SHOWER ARRANGEMENT ,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,WALL MIXER TELEPHONIC SHOWER ARRANGEMENT ,WALL MIXER TELEPHONIC SHOWER ARRANGEMENT ,NULL,NULL,"concealed-stop-cock-face-(knob,-cap,-sleeve)-for-al-37-6874-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
700,WALL MIXER NON TELEPHONIC,ICON,1,admin,9,47,NULL,556,555,NULL,NULL,NULL,NULL,WALL MIXER NON TELEPHONIC,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,WALL MIXER NON TELEPHONIC,WALL MIXER NON TELEPHONIC,NULL,NULL,"concealed-stop-cock-face-(knob,-cap,-sleeve)-for-al-37-6873-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
701,PILLAR COCK Foam Flow,ICON,1,admin,9,47,NULL,524,523,NULL,NULL,NULL,NULL,PILLAR COCK Foam Flow,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,PILLAR COCK Foam Flow,PILLAR COCK Foam Flow,NULL,NULL,"concealed-stop-cock-face-(knob,-cap,-sleeve)-for-al-37-6872-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
702,CENTRE HOLE BASIN MIXER,ICON,1,admin,9,47,NULL,554,553,NULL,NULL,NULL,NULL,CENTRE HOLE BASIN MIXER,1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,CENTRE HOLE BASIN MIXER,CENTRE HOLE BASIN MIXER,NULL,NULL,"concealed-stop-cock-face-(knob,-cap,-sleeve)-for-al-37-6871-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
703,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only) AL-36",PRIMA,1,admin,9,31,NULL,486,485,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only) AL-36",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only) AL-36","CONCEALED STOP COCK FACE(Knob, Sleeve & cap only) AL-36",NULL,NULL,"concealed-stop-cock-face-(knob,-cap,-sleeve)-for-al-37-6870-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
704,"CONCEALED STOP COCK WITH SLIDING CAP WITH QT FITTING 1/2""",PRIMA,1,admin,9,31,NULL,484,483,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK WITH SLIDING CAP WITH QT FITTING 1/2""",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK WITH SLIDING CAP WITH QT FITTING 1/2""","CONCEALED STOP COCK WITH SLIDING CAP WITH QT FITTING 1/2""",NULL,NULL,"concealed-stop-cock-face-(knob,-cap,-sleeve)-for-al-37-6869-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
705,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",PRIMA,1,admin,9,31,NULL,482,481,NULL,NULL,NULL,NULL,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",1000,NULL,0,[],[],[],[],0,1,1,quantity,0,0,0,0,pc,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flat_rate,0,0,NULL,0,"CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35","CONCEALED STOP COCK FACE(Knob, Sleeve & cap only)  FOR AL-35",NULL,NULL,"concealed-stop-cock-face-(knob,-cap,-sleeve)-for-al-37-6868-",0,NULL,0,0,NULL,NULL,NULL,Buy Now,0,0000-00-00 00:00:00,0000-00-00 00:00:00
